"lang","country_alpha2_code","continent_code","continent"
"TL","NC","OC","Oceania"
"TL","NE","AF","Aprika"
"TL","NF","OC","Oceania"
"TL","NG","AF","Aprika"
"TL","NI","NA","Hilagang Amerika"
"TL","NL","EU","Europa"
"TL","NO","EU","Europa"
"TL","NP","AS","Asya"
"TL","NR","OC","Oceania"
"TL","NU","OC","Oceania"
"TL","NZ","OC","Oceania"
"TL","OM","AS","Asya"
"TL","PA","NA","Hilagang Amerika"
"TL","PE","SA","Timog Amerika"
"TL","PF","OC","Oceania"
"TL","PG","OC","Oceania"
"TL","PH","AS","Asya"
"TL","PK","AS","Asya"
"TL","PL","EU","Europa"
"TL","PM","NA","Hilagang Amerika"
"TL","PN","OC","Oceania"
"TL","PR","NA","Hilagang Amerika"
"TL","PS","AS","Asya"
"TL","PT","EU","Europa"
"TL","PW","OC","Oceania"
"TL","PY","SA","Timog Amerika"
"TL","QA","AS","Asya"
"TL","RE","AF","Aprika"
"TL","RO","EU","Europa"
"TL","RS","EU","Europa"
"TL","RU","AS","Asya"
"TL","RU","EU","Europa"
"TL","RW","AF","Aprika"
"TL","SA","AS","Asya"
"TL","SB","OC","Oceania"
"TL","SC","AF","Aprika"
"TL","SD","AF","Aprika"
"TL","SE","EU","Europa"
"TL","SG","AS","Asya"
"TL","SH","AF","Aprika"
"TL","SI","EU","Europa"
"TL","SJ","EU","Europa"
"TL","SK","EU","Europa"
"TL","SL","AF","Aprika"
"TL","SM","EU","Europa"
"TL","SN","AF","Aprika"
"TL","SO","AF","Aprika"
"TL","SR","SA","Timog Amerika"
"TL","SS","AF","Aprika"
"TL","ST","AF","Aprika"
"TL","SV","NA","Hilagang Amerika"
"TL","SX","NA","Hilagang Amerika"
"TL","SY","AS","Asya"
"TL","SZ","AF","Aprika"
"TL","TC","NA","Hilagang Amerika"
"TL","TD","AF","Aprika"
"TL","TF","AN","Antartika"
"TL","TG","AF","Aprika"
"TL","TH","AS","Asya"
"TL","TJ","AS","Asya"
"TL","TK","OC","Oceania"
"TL","TL","AS","Asya"
"TL","TM","AS","Asya"
"TL","TN","AF","Aprika"
"TL","TO","OC","Oceania"
"TL","TR","AS","Asya"
"TL","TR","EU","Europa"
"TL","TT","NA","Hilagang Amerika"
"TL","TV","OC","Oceania"
"TL","TW","AS","Asya"
"TL","TZ","AF","Aprika"
"TL","UA","EU","Europa"
"TL","UG","AF","Aprika"
"TL","UM","OC","Oceania"
"TL","US","NA","Hilagang Amerika"
"TL","UY","SA","Timog Amerika"
"TL","UZ","AS","Asya"
"TL","VA","EU","Europa"
"TL","VC","NA","Hilagang Amerika"
"TL","VE","SA","Timog Amerika"
"TL","VG","NA","Hilagang Amerika"
"TL","VI","NA","Hilagang Amerika"
"TL","VN","AS","Asya"
"TL","VU","OC","Oceania"
"TL","WF","OC","Oceania"
"TL","WS","OC","Oceania"
"TL","YE","AS","Asya"
"TL","YT","AF","Aprika"
"TL","ZA","AF","Aprika"
"TL","ZM","AF","Aprika"
"TL","ZW","AF","Aprika"
"TR","AD","EU","Avrupa"
"TR","AE","AS","Asya"
"TR","AF","AS","Asya"
"TR","AG","NA","Kuzey Amerika"
"TR","AI","NA","Kuzey Amerika"
"TR","AL","EU","Avrupa"
"TR","AM","EU","Avrupa"
"TR","AO","AF","Afrika"
"TR","AQ","AN","Antarktika"
"TR","AR","SA","Güney Amerika"
"TR","AS","OC","Okyanusya"
"TR","AT","EU","Avrupa"
"TR","AU","OC","Okyanusya"
"TR","AW","NA","Kuzey Amerika"
"TR","AX","EU","Avrupa"
"TR","AZ","AS","Asya"
"TR","AZ","EU","Avrupa"
"TR","BA","EU","Avrupa"
"TR","BB","NA","Kuzey Amerika"
"TR","BD","AS","Asya"
"TR","BE","EU","Avrupa"
"TR","BF","AF","Afrika"
"TR","BG","EU","Avrupa"
"TR","BH","AS","Asya"
"TR","BI","AF","Afrika"
"TR","BJ","AF","Afrika"
"TR","BL","NA","Kuzey Amerika"
"TR","BM","NA","Kuzey Amerika"
"TR","BN","AS","Asya"
"TR","BO","SA","Güney Amerika"
"TR","BQ","NA","Kuzey Amerika"
"TR","BR","SA","Güney Amerika"
"TR","BS","NA","Kuzey Amerika"
"TR","BT","AS","Asya"
"TR","BV","AN","Antarktika"
"TR","BW","AF","Afrika"
"TR","BY","EU","Avrupa"
"TR","BZ","NA","Kuzey Amerika"
"TR","CA","NA","Kuzey Amerika"
"TR","CC","AS","Asya"
"TR","CD","AF","Afrika"
"TR","CF","AF","Afrika"
"TR","CG","AF","Afrika"
"TR","CH","EU","Avrupa"
"TR","CI","AF","Afrika"
"TR","CK","OC","Okyanusya"
"TR","CL","SA","Güney Amerika"
"TR","CM","AF","Afrika"
"TR","CN","AS","Asya"
"TR","CO","SA","Güney Amerika"
"TR","CR","NA","Kuzey Amerika"
"TR","CU","NA","Kuzey Amerika"
"TR","CV","AF","Afrika"
"TR","CW","NA","Kuzey Amerika"
"TR","CX","AS","Asya"
"TR","CY","EU","Avrupa"
"TR","CZ","EU","Avrupa"
"TR","DE","EU","Avrupa"
"TR","DJ","AF","Afrika"
"TR","DK","EU","Avrupa"
"TR","DM","NA","Kuzey Amerika"
"TR","DO","NA","Kuzey Amerika"
"TR","DZ","AF","Afrika"
"TR","EC","SA","Güney Amerika"
"TR","EE","EU","Avrupa"
"TR","EG","AF","Afrika"
"TR","EH","AF","Afrika"
"TR","ER","AF","Afrika"
"TR","ES","EU","Avrupa"
"TR","ET","AF","Afrika"
"TR","FI","EU","Avrupa"
"TR","FJ","OC","Okyanusya"
"TR","FK","SA","Güney Amerika"
"TR","FM","OC","Okyanusya"
"TR","FO","EU","Avrupa"
"TR","FR","EU","Avrupa"
"TR","GA","AF","Afrika"
"TR","GB","EU","Avrupa"
"TR","GD","NA","Kuzey Amerika"
"TR","GE","AS","Asya"
"TR","GE","EU","Avrupa"
"TR","GF","SA","Güney Amerika"
"TR","GG","EU","Avrupa"
"TR","GH","AF","Afrika"
"TR","GI","EU","Avrupa"
"TR","GL","NA","Kuzey Amerika"
"TR","GM","AF","Afrika"
"TR","GN","AF","Afrika"
"TR","GP","NA","Kuzey Amerika"
"TR","GQ","AF","Afrika"
"TR","GR","EU","Avrupa"
"TR","GS","AN","Antarktika"
"TR","GT","NA","Kuzey Amerika"
"TR","GU","OC","Okyanusya"
"TR","GW","AF","Afrika"
"TR","GY","SA","Güney Amerika"
"TR","HK","AS","Asya"
"TR","HM","AN","Antarktika"
"TR","HN","NA","Kuzey Amerika"
"TR","HR","EU","Avrupa"
"TR","HT","NA","Kuzey Amerika"
"TR","HU","EU","Avrupa"
"TR","ID","AS","Asya"
"TR","IE","EU","Avrupa"
"TR","IL","AS","Asya"
"TR","IM","EU","Avrupa"
"TR","IN","AS","Asya"
"TR","IO","AS","Asya"
"TR","IQ","AS","Asya"
"TR","IR","AS","Asya"
"TR","IS","EU","Avrupa"
"TR","IT","EU","Avrupa"
"TR","JE","EU","Avrupa"
"TR","JM","NA","Kuzey Amerika"
"TR","JO","AS","Asya"
"TR","JP","AS","Asya"
"TR","KE","AF","Afrika"
"TR","KG","AS","Asya"
"TR","KH","AS","Asya"
"TR","KI","OC","Okyanusya"
"TR","KM","AF","Afrika"
"TR","KN","NA","Kuzey Amerika"
"TR","KP","AS","Asya"
"TR","KR","AS","Asya"
"TR","KW","AS","Asya"
"TR","KY","NA","Kuzey Amerika"
"TR","KZ","AS","Asya"
"TR","KZ","EU","Avrupa"
"TR","LA","AS","Asya"
"TR","LB","AS","Asya"
"TR","LC","NA","Kuzey Amerika"
"TR","LI","EU","Avrupa"
"TR","LK","AS","Asya"
"TR","LR","AF","Afrika"
"TR","LS","AF","Afrika"
"TR","LT","EU","Avrupa"
"TR","LU","EU","Avrupa"
"TR","LV","EU","Avrupa"
"TR","LY","AF","Afrika"
"TR","MA","AF","Afrika"
"TR","MC","EU","Avrupa"
"TR","MD","EU","Avrupa"
"TR","ME","EU","Avrupa"
"TR","MF","NA","Kuzey Amerika"
"TR","MG","AF","Afrika"
"TR","MH","OC","Okyanusya"
"TR","MK","EU","Avrupa"
"TR","ML","AF","Afrika"
"TR","MM","AS","Asya"
"TR","MN","AS","Asya"
"TR","MO","AS","Asya"
"TR","MP","OC","Okyanusya"
"TR","MQ","NA","Kuzey Amerika"
"TR","MR","AF","Afrika"
"TR","MS","NA","Kuzey Amerika"
"TR","MT","EU","Avrupa"
"TR","MU","AF","Afrika"
"TR","MV","AS","Asya"
"TR","MW","AF","Afrika"
"TR","MX","NA","Kuzey Amerika"
"TR","MY","AS","Asya"
"TR","MZ","AF","Afrika"
"TR","NA","AF","Afrika"
"TR","NC","OC","Okyanusya"
"TR","NE","AF","Afrika"
"TR","NF","OC","Okyanusya"
"TR","NG","AF","Afrika"
"TR","NI","NA","Kuzey Amerika"
"TR","NL","EU","Avrupa"
"TR","NO","EU","Avrupa"
"TR","NP","AS","Asya"
"TR","NR","OC","Okyanusya"
"TR","NU","OC","Okyanusya"
"TR","NZ","OC","Okyanusya"
"TR","OM","AS","Asya"
"TR","PA","NA","Kuzey Amerika"
"TR","PE","SA","Güney Amerika"
"TR","PF","OC","Okyanusya"
"TR","PG","OC","Okyanusya"
"TR","PH","AS","Asya"
"TR","PK","AS","Asya"
"TR","PL","EU","Avrupa"
"TR","PM","NA","Kuzey Amerika"
"TR","PN","OC","Okyanusya"
"TR","PR","NA","Kuzey Amerika"
"TR","PS","AS","Asya"
"TR","PT","EU","Avrupa"
"TR","PW","OC","Okyanusya"
"TR","PY","SA","Güney Amerika"
"TR","QA","AS","Asya"
"TR","RE","AF","Afrika"
"TR","RO","EU","Avrupa"
"TR","RS","EU","Avrupa"
"TR","RU","AS","Asya"
"TR","RU","EU","Avrupa"
"TR","RW","AF","Afrika"
"TR","SA","AS","Asya"
"TR","SB","OC","Okyanusya"
"TR","SC","AF","Afrika"
"TR","SD","AF","Afrika"
"TR","SE","EU","Avrupa"
"TR","SG","AS","Asya"
"TR","SH","AF","Afrika"
"TR","SI","EU","Avrupa"
"TR","SJ","EU","Avrupa"
"TR","SK","EU","Avrupa"
"TR","SL","AF","Afrika"
"TR","SM","EU","Avrupa"
"TR","SN","AF","Afrika"
"TR","SO","AF","Afrika"
"TR","SR","SA","Güney Amerika"
"TR","SS","AF","Afrika"
"TR","ST","AF","Afrika"
"TR","SV","NA","Kuzey Amerika"
"TR","SX","NA","Kuzey Amerika"
"TR","SY","AS","Asya"
"TR","SZ","AF","Afrika"
"TR","TC","NA","Kuzey Amerika"
"TR","TD","AF","Afrika"
"TR","TF","AN","Antarktika"
"TR","TG","AF","Afrika"
"TR","TH","AS","Asya"
"TR","TJ","AS","Asya"
"TR","TK","OC","Okyanusya"
"TR","TL","AS","Asya"
"TR","TM","AS","Asya"
"TR","TN","AF","Afrika"
"TR","TO","OC","Okyanusya"
"TR","TR","AS","Asya"
"TR","TR","EU","Avrupa"
"TR","TT","NA","Kuzey Amerika"
"TR","TV","OC","Okyanusya"
"TR","TW","AS","Asya"
"TR","TZ","AF","Afrika"
"TR","UA","EU","Avrupa"
"TR","UG","AF","Afrika"
"TR","UM","OC","Okyanusya"
"TR","US","NA","Kuzey Amerika"
"TR","UY","SA","Güney Amerika"
"TR","UZ","AS","Asya"
"TR","VA","EU","Avrupa"
"TR","VC","NA","Kuzey Amerika"
"TR","VE","SA","Güney Amerika"
"TR","VG","NA","Kuzey Amerika"
"TR","VI","NA","Kuzey Amerika"
"TR","VN","AS","Asya"
"TR","VU","OC","Okyanusya"
"TR","WF","OC","Okyanusya"
"TR","WS","OC","Okyanusya"
"TR","YE","AS","Asya"
"TR","YT","AF","Afrika"
"TR","ZA","AF","Afrika"
"TR","ZM","AF","Afrika"
"TR","ZW","AF","Afrika"
"UK","AD","EU","Європа"
"UK","AE","AS","Азія"
"UK","AF","AS","Азія"
"UK","AG","NA","Північна Америка"
"UK","AI","NA","Північна Америка"
"UK","AL","EU","Європа"
"UK","AM","EU","Азія"
"UK","AO","AF","Африка"
"UK","AQ","AN","Антарктида"
"UK","AR","SA","Південна Америка"
"UK","AS","OC","Океанія"
"UK","AT","EU","Європа"
"UK","AU","OC","Океанія"
"UK","AW","NA","Північна Америка"
"UK","AX","EU","Європа"
"UK","AZ","AS","Азія"
"UK","AZ","EU","Європа"
"UK","BA","EU","Європа"
"UK","BB","NA","Північна Америка"
"UK","BD","AS","Азія"
"UK","BE","EU","Європа"
"UK","BF","AF","Африка"
"UK","BG","EU","Європа"
"UK","BH","AS","Азія"
"UK","BI","AF","Африка"
"UK","BJ","AF","Африка"
"UK","BL","NA","Північна Америка"
"UK","BM","NA","Північна Америка"
"UK","BN","AS","Азія"
"UK","BO","SA","Південна Америка"
"UK","BQ","NA","Північна Америка"
"UK","BR","SA","Південна Америка"
"UK","BS","NA","Північна Америка"
"UK","BT","AS","Азія"
"UK","BV","AN","Антарктида"
"UK","BW","AF","Африка"
"UK","BY","EU","Європа"
"UK","BZ","NA","Північна Америка"
"UK","CA","NA","Північна Америка"
"UK","CC","AS","Азія"
"UK","CD","AF","Африка"
"UK","CF","AF","Африка"
"UK","CG","AF","Африка"
"UK","CH","EU","Європа"
"UK","CI","AF","Африка"
"UK","CK","OC","Океанія"
"UK","CL","SA","Південна Америка"
"UK","CM","AF","Африка"
"UK","CN","AS","Азія"
"UK","CO","SA","Південна Америка"
"UK","CR","NA","Північна Америка"
"UK","CU","NA","Північна Америка"
"UK","CV","AF","Африка"
"UK","CW","NA","Північна Америка"
"UK","CX","AS","Азія"
"UK","CY","EU","Азія"
"UK","CZ","EU","Європа"
"UK","DE","EU","Європа"
"UK","DJ","AF","Африка"
"UK","DK","EU","Європа"
"UK","DM","NA","Північна Америка"
"UK","DO","NA","Північна Америка"
"UK","DZ","AF","Африка"
"UK","EC","SA","Південна Америка"
"UK","EE","EU","Європа"
"UK","EG","AF","Африка"
"UK","EH","AF","Африка"
"UK","ER","AF","Африка"
"UK","ES","EU","Європа"
"UK","ET","AF","Африка"
"UK","FI","EU","Європа"
"UK","FJ","OC","Океанія"
"UK","FK","SA","Південна Америка"
"UK","FM","OC","Океанія"
"UK","FO","EU","Європа"
"UK","FR","EU","Європа"
"UK","GA","AF","Африка"
"UK","GB","EU","Європа"
"UK","GD","NA","Північна Америка"
"UK","GE","AS","Азія"
"UK","GE","EU","Європа"
"UK","GF","SA","Південна Америка"
"UK","GG","EU","Європа"
"UK","GH","AF","Африка"
"UK","GI","EU","Європа"
"UK","GL","NA","Північна Америка"
"UK","GM","AF","Африка"
"UK","GN","AF","Африка"
"UK","GP","NA","Північна Америка"
"UK","GQ","AF","Африка"
"UK","GR","EU","Європа"
"UK","GS","AN","Антарктида"
"UK","GT","NA","Північна Америка"
"UK","GU","OC","Океанія"
"UK","GW","AF","Африка"
"UK","GY","SA","Південна Америка"
"UK","HK","AS","Азія"
"UK","HM","AN","Антарктида"
"UK","HN","NA","Північна Америка"
"UK","HR","EU","Європа"
"UK","HT","NA","Північна Америка"
"UK","HU","EU","Європа"
"UK","ID","AS","Азія"
"UK","IE","EU","Європа"
"UK","IL","AS","Азія"
"UK","IM","EU","Європа"
"UK","IN","AS","Азія"
"UK","IO","AS","Азія"
"UK","IQ","AS","Азія"
"UK","IR","AS","Азія"
"UK","IS","EU","Європа"
"UK","IT","EU","Європа"
"UK","JE","EU","Європа"
"UK","JM","NA","Північна Америка"
"UK","JO","AS","Азія"
"UK","JP","AS","Азія"
"UK","KE","AF","Африка"
"UK","KG","AS","Азія"
"UK","KH","AS","Азія"
"UK","KI","OC","Океанія"
"UK","KM","AF","Африка"
"UK","KN","NA","Північна Америка"
"UK","KP","AS","Азія"
"UK","KR","AS","Азія"
"UK","KW","AS","Азія"
"UK","KY","NA","Північна Америка"
"UK","KZ","AS","Азія"
"UK","KZ","EU","Європа"
"UK","LA","AS","Азія"
"UK","LB","AS","Азія"
"UK","LC","NA","Північна Америка"
"UK","LI","EU","Європа"
"UK","LK","AS","Азія"
"UK","LR","AF","Африка"
"UK","LS","AF","Африка"
"UK","LT","EU","Європа"
"UK","LU","EU","Європа"
"UK","LV","EU","Європа"
"UK","LY","AF","Африка"
"UK","MA","AF","Африка"
"UK","MC","EU","Європа"
"UK","MD","EU","Європа"
"UK","ME","EU","Європа"
"UK","MF","NA","Північна Америка"
"UK","MG","AF","Африка"
"UK","MH","OC","Океанія"
"UK","MK","EU","Європа"
"UK","ML","AF","Африка"
"UK","MM","AS","Азія"
"UK","MN","AS","Азія"
"UK","MO","AS","Азія"
"UK","MP","OC","Океанія"
"UK","MQ","NA","Північна Америка"
"UK","MR","AF","Африка"
"UK","MS","NA","Північна Америка"
"UK","MT","EU","Європа"
"UK","MU","AF","Африка"
"UK","MV","AS","Азія"
"UK","MW","AF","Африка"
"UK","MX","NA","Північна Америка"
"UK","MY","AS","Азія"
"UK","MZ","AF","Африка"
"UK","NA","AF","Африка"
"UK","NC","OC","Океанія"
"UK","NE","AF","Африка"
"UK","NF","OC","Океанія"
"UK","NG","AF","Африка"
"UK","NI","NA","Північна Америка"
"UK","NL","EU","Європа"
"UK","NO","EU","Європа"
"UK","NP","AS","Азія"
"UK","NR","OC","Океанія"
"UK","NU","OC","Океанія"
"UK","NZ","OC","Океанія"
"UK","OM","AS","Азія"
"UK","PA","NA","Північна Америка"
"UK","PE","SA","Південна Америка"
"UK","PF","OC","Океанія"
"UK","PG","OC","Океанія"
"UK","PH","AS","Азія"
"UK","PK","AS","Азія"
"UK","PL","EU","Європа"
"UK","PM","NA","Північна Америка"
"UK","PN","OC","Океанія"
"UK","PR","NA","Північна Америка"
"UK","PS","AS","Азія"
"UK","PT","EU","Європа"
"UK","PW","OC","Океанія"
"UK","PY","SA","Південна Америка"
"UK","QA","AS","Азія"
"UK","RE","AF","Африка"
"UK","RO","EU","Європа"
"UK","RS","EU","Європа"
"UK","RU","AS","Азія"
"UK","RU","EU","Європа"
"UK","RW","AF","Африка"
"UK","SA","AS","Азія"
"UK","SB","OC","Океанія"
"UK","SC","AF","Африка"
"UK","SD","AF","Африка"
"UK","SE","EU","Європа"
"UK","SG","AS","Азія"
"UK","SH","AF","Африка"
"UK","SI","EU","Європа"
"UK","SJ","EU","Європа"
"UK","SK","EU","Європа"
"UK","SL","AF","Африка"
"UK","SM","EU","Європа"
"UK","SN","AF","Африка"
"UK","SO","AF","Африка"
"UK","SR","SA","Південна Америка"
"UK","SS","AF","Африка"
"UK","ST","AF","Африка"
"UK","SV","NA","Північна Америка"
"UK","SX","NA","Північна Америка"
"UK","SY","AS","Азія"
"UK","SZ","AF","Африка"
"UK","TC","NA","Північна Америка"
"UK","TD","AF","Африка"
"UK","TF","AN","Антарктида"
"UK","TG","AF","Африка"
"UK","TH","AS","Азія"
"UK","TJ","AS","Азія"
"UK","TK","OC","Океанія"
"UK","TL","AS","Азія"
"UK","TM","AS","Азія"
"UK","TN","AF","Африка"
"UK","TO","OC","Океанія"
"UK","TR","AS","Азія"
"UK","TR","EU","Європа"
"UK","TT","NA","Північна Америка"
"UK","TV","OC","Океанія"
"UK","TW","AS","Азія"
"UK","TZ","AF","Африка"
"UK","UA","EU","Європа"
"UK","UG","AF","Африка"
"UK","UM","OC","Північна Америка"
"UK","US","NA","Північна Америка"
"UK","UY","SA","Південна Америка"
"UK","UZ","AS","Азія"
"UK","VA","EU","Європа"
"UK","VC","NA","Північна Америка"
"UK","VE","SA","Південна Америка"
"UK","VG","NA","Північна Америка"
"UK","VI","NA","Північна Америка"
"UK","VN","AS","Азія"
"UK","VU","OC","Океанія"
"UK","WF","OC","Океанія"
"UK","WS","OC","Океанія"
"UK","YE","AS","Азія"
"UK","YT","AF","Африка"
"UK","ZA","AF","Африка"
"UK","ZM","AF","Африка"
"UK","ZW","AF","Африка"
"UR","AD","EU","یورپ"
"UR","AE","AS","ایشیاء"
"UR","AF","AS","ایشیاء"
"UR","AG","NA","شمالی امریکہ"
"UR","AI","NA","شمالی امریکہ"
"UR","AL","EU","یورپ"
"UR","AM","EU","یورپ"
"UR","AO","AF","افریقہ"
"UR","AQ","AN","انٹارکٹکا"
"UR","AR","SA","جنوبی امریکہ"
"UR","AS","OC","اوقیانوسیہ"
"UR","AT","EU","یورپ"
"UR","AU","OC","اوقیانوسیہ"
"UR","AW","NA","شمالی امریکہ"
"UR","AX","EU","یورپ"
"UR","AZ","AS","ایشیاء"
"UR","AZ","EU","یورپ"
"UR","BA","EU","یورپ"
"UR","BB","NA","شمالی امریکہ"
"UR","BD","AS","ایشیاء"
"UR","BE","EU","یورپ"
"UR","BF","AF","افریقہ"
"UR","BG","EU","یورپ"
"UR","BH","AS","ایشیاء"
"UR","BI","AF","افریقہ"
"UR","BJ","AF","افریقہ"
"UR","BL","NA","شمالی امریکہ"
"UR","BM","NA","شمالی امریکہ"
"UR","BN","AS","ایشیاء"
"UR","BO","SA","جنوبی امریکہ"
"UR","BQ","NA","شمالی امریکہ"
"UR","BR","SA","جنوبی امریکہ"
"UR","BS","NA","شمالی امریکہ"
"UR","BT","AS","ایشیاء"
"UR","BV","AN","انٹارکٹکا"
"UR","BW","AF","افریقہ"
"UR","BY","EU","یورپ"
"UR","BZ","NA","شمالی امریکہ"
"UR","CA","NA","شمالی امریکہ"
"UR","CC","AS","ایشیاء"
"UR","CD","AF","افریقہ"
"UR","CF","AF","افریقہ"
"UR","CG","AF","افریقہ"
"UR","CH","EU","یورپ"
"UR","CI","AF","افریقہ"
"UR","CK","OC","اوقیانوسیہ"
"UR","CL","SA","جنوبی امریکہ"
"UR","CM","AF","افریقہ"
"UR","CN","AS","ایشیاء"
"UR","CO","SA","جنوبی امریکہ"
"UR","CR","NA","شمالی امریکہ"
"UR","CU","NA","شمالی امریکہ"
"UR","CV","AF","افریقہ"
"UR","CW","NA","شمالی امریکہ"
"UR","CX","AS","ایشیاء"
"UR","CY","EU","یورپ"
"UR","CZ","EU","یورپ"
"UR","DE","EU","یورپ"
"UR","DJ","AF","افریقہ"
"UR","DK","EU","یورپ"
"UR","DM","NA","شمالی امریکہ"
"UR","DO","NA","شمالی امریکہ"
"UR","DZ","AF","افریقہ"
"UR","EC","SA","جنوبی امریکہ"
"UR","EE","EU","یورپ"
"UR","EG","AF","افریقہ"
"UR","EH","AF","افریقہ"
"UR","ER","AF","افریقہ"
"UR","ES","EU","یورپ"
"UR","ET","AF","افریقہ"
"UR","FI","EU","یورپ"
"UR","FJ","OC","اوقیانوسیہ"
"UR","FK","SA","جنوبی امریکہ"
"UR","FM","OC","اوقیانوسیہ"
"UR","FO","EU","یورپ"
"UR","FR","EU","یورپ"
"UR","GA","AF","افریقہ"
"UR","GB","EU","یورپ"
"UR","GD","NA","شمالی امریکہ"
"UR","GE","AS","ایشیاء"
"UR","GE","EU","یورپ"
"UR","GF","SA","جنوبی امریکہ"
"UR","GG","EU","یورپ"
"UR","GH","AF","افریقہ"
"UR","GI","EU","یورپ"
"UR","GL","NA","شمالی امریکہ"
"UR","GM","AF","افریقہ"
"UR","GN","AF","افریقہ"
"UR","GP","NA","شمالی امریکہ"
"UR","GQ","AF","افریقہ"
"UR","GR","EU","یورپ"
"UR","GS","AN","انٹارکٹکا"
"UR","GT","NA","شمالی امریکہ"
"UR","GU","OC","اوقیانوسیہ"
"UR","GW","AF","افریقہ"
"UR","GY","SA","جنوبی امریکہ"
"UR","HK","AS","ایشیاء"
"UR","HM","AN","انٹارکٹکا"
"UR","HN","NA","شمالی امریکہ"
"UR","HR","EU","یورپ"
"UR","HT","NA","شمالی امریکہ"
"UR","HU","EU","یورپ"
"UR","ID","AS","ایشیاء"
"UR","IE","EU","یورپ"
"UR","IL","AS","ایشیاء"
"UR","IM","EU","یورپ"
"UR","IN","AS","ایشیاء"
"UR","IO","AS","ایشیاء"
"UR","IQ","AS","ایشیاء"
"UR","IR","AS","ایشیاء"
"UR","IS","EU","یورپ"
"UR","IT","EU","یورپ"
"UR","JE","EU","یورپ"
"UR","JM","NA","شمالی امریکہ"
"UR","JO","AS","ایشیاء"
"UR","JP","AS","ایشیاء"
"UR","KE","AF","افریقہ"
"UR","KG","AS","ایشیاء"
"UR","KH","AS","ایشیاء"
"UR","KI","OC","اوقیانوسیہ"
"UR","KM","AF","افریقہ"
"UR","KN","NA","شمالی امریکہ"
"UR","KP","AS","ایشیاء"
"UR","KR","AS","ایشیاء"
"UR","KW","AS","ایشیاء"
"UR","KY","NA","شمالی امریکہ"
"UR","KZ","AS","ایشیاء"
"UR","KZ","EU","یورپ"
"UR","LA","AS","ایشیاء"
"UR","LB","AS","ایشیاء"
"UR","LC","NA","شمالی امریکہ"
"UR","LI","EU","یورپ"
"UR","LK","AS","ایشیاء"
"UR","LR","AF","افریقہ"
"UR","LS","AF","افریقہ"
"UR","LT","EU","یورپ"
"UR","LU","EU","یورپ"
"UR","LV","EU","یورپ"
"UR","LY","AF","افریقہ"
"UR","MA","AF","افریقہ"
"UR","MC","EU","یورپ"
"UR","MD","EU","یورپ"
"UR","ME","EU","یورپ"
"UR","MF","NA","شمالی امریکہ"
"UR","MG","AF","افریقہ"
"UR","MH","OC","اوقیانوسیہ"
"UR","MK","EU","یورپ"
"UR","ML","AF","افریقہ"
"UR","MM","AS","ایشیاء"
"UR","MN","AS","ایشیاء"
"UR","MO","AS","ایشیاء"
"UR","MP","OC","اوقیانوسیہ"
"UR","MQ","NA","شمالی امریکہ"
"UR","MR","AF","افریقہ"
"UR","MS","NA","شمالی امریکہ"
"UR","MT","EU","یورپ"
"UR","MU","AF","افریقہ"
"UR","MV","AS","ایشیاء"
"UR","MW","AF","افریقہ"
"UR","MX","NA","شمالی امریکہ"
"UR","MY","AS","ایشیاء"
"UR","MZ","AF","افریقہ"
"UR","NA","AF","افریقہ"
"UR","NC","OC","اوقیانوسیہ"
"UR","NE","AF","افریقہ"
"UR","NF","OC","اوقیانوسیہ"
"UR","NG","AF","افریقہ"
"UR","NI","NA","شمالی امریکہ"
"UR","NL","EU","یورپ"
"UR","NO","EU","یورپ"
"UR","NP","AS","ایشیاء"
"UR","NR","OC","اوقیانوسیہ"
"UR","NU","OC","اوقیانوسیہ"
"UR","NZ","OC","اوقیانوسیہ"
"UR","OM","AS","ایشیاء"
"UR","PA","NA","شمالی امریکہ"
"UR","PE","SA","جنوبی امریکہ"
"UR","PF","OC","اوقیانوسیہ"
"UR","PG","OC","اوقیانوسیہ"
"UR","PH","AS","ایشیاء"
"UR","PK","AS","ایشیاء"
"UR","PL","EU","یورپ"
"UR","PM","NA","شمالی امریکہ"
"UR","PN","OC","اوقیانوسیہ"
"UR","PR","NA","شمالی امریکہ"
"UR","PS","AS","ایشیاء"
"UR","PT","EU","یورپ"
"UR","PW","OC","اوقیانوسیہ"
"UR","PY","SA","جنوبی امریکہ"
"UR","QA","AS","ایشیاء"
"UR","RE","AF","افریقہ"
"UR","RO","EU","یورپ"
"UR","RS","EU","یورپ"
"UR","RU","AS","ایشیاء"
"UR","RU","EU","یورپ"
"UR","RW","AF","افریقہ"
"UR","SA","AS","ایشیاء"
"UR","SB","OC","اوقیانوسیہ"
"UR","SC","AF","افریقہ"
"UR","SD","AF","افریقہ"
"UR","SE","EU","یورپ"
"UR","SG","AS","ایشیاء"
"UR","SH","AF","افریقہ"
"UR","SI","EU","یورپ"
"UR","SJ","EU","یورپ"
"UR","SK","EU","یورپ"
"UR","SL","AF","افریقہ"
"UR","SM","EU","یورپ"
"UR","SN","AF","افریقہ"
"UR","SO","AF","افریقہ"
"UR","SR","SA","جنوبی امریکہ"
"UR","SS","AF","افریقہ"
"UR","ST","AF","افریقہ"
"UR","SV","NA","شمالی امریکہ"
"UR","SX","NA","شمالی امریکہ"
"UR","SY","AS","ایشیاء"
"UR","SZ","AF","افریقہ"
"UR","TC","NA","شمالی امریکہ"
